cliente_id,nombre,dni,fecha_nacimiento,email,telefono,ciudad,provincia,codigo_postal,tipo_poliza,estado_poliza,prima_anual,fecha_alta,num_siniestros,canal_contratacion,importe_ultimo_siniestro,scoring_riesgo,observaciones
425,Miguel Ruiz,86818039L,1955-09-24,miguel.ruiz@email.com,+34 672 934 205,Málaga,Málaga,29280,Salud,Activa,855.21,2016-07-15,0,Online,4718.19,9.5,OK
426,Antonio Moreno,48090551O,1964-05-09,antonio.moreno@email.com,+34 620 910 500,Valencia,Valencia,46911,Hogar,Activa,436.29,2021-08-18,0,Oficina,8416.65,34.7,-
427,Isabel Jiménez,88774891T,1973-05-29,,+34 613 551 948,Sevilla,Sevilla,41229,Salud,Activa,925.8,2016-09-13,1,Agente,8002.63,3.7,Sin observaciones
428,Francisco Álvarez,94823921N,1964-03-13,francisco.alvarez@email.com,+34 650 515 825,Barcelona,Barcelona,08248,Auto,Cancelada,253.0,2020-11-05,0,Online,12351.8,18.6,Reclamación abierta
429,Lucía Romero,63175588T,1991-10-24,lucia.romero@email.com,653573728,Madrid,Madrid,28571,Auto,Pendiente,300.5,2023-06-19,3,Oficina,14725.91,74.7,Cliente preferente
430,Francisco Álvarez,97818521A,1965-10-25,,+34 674 249 979,Barna,Murcia,30917,Responsabilidad Civil,Activa,2761.6,2017-10-10,4,Online,6165.64,32.5,Sin observaciones
431,David Navarro,35560098F,1984-02-01,,+34 620 862 614,Madrid,Madrid,27433,Vida,Activa,1185.65,2020-08-23,1,Teléfono,11450.86,66.8,NINGUNA
432,Juan López,25702852A,,juan.lopez@email.com,+34 618 415 175,Madrid,Madrid,28722,Vida,Activa,1350.27,2020-12-20,0,Oficina,1496.45,71.7,OK
433,Patricia Blanco,41073264S,2020-06-15,patricia.blanco@email.com,+34 696 369 324,Sevilla,Sevilla,41599,Auto,Activa,251.44,2020-05-14,1,Agente,11652.47,58.1,Cliente preferente
434,Andrés Ramos,54336333L,1970-02-20,andres.ramos@email.com,+34 627 212 350,sevilla,Las Palmas,35748,Responsabilidad Civil,Activa,957.46,2017-11-23,3,Agente,5571.25,95.9,null
435,Ana Martínez,86794548R,1967-09-14,ana.martinez@email.com,+34 682 890 813,Las Palmas,Las Palmas,35454,Responsabilidad Civil,Cancelada,2453.23,2023-01-18,1,Online,590.85,2.1,Revisar
436,Marta Vázquez,31217066B,1984-11-15,marta.vazquez@email.com,+34 692 224 274,Málaga,Málaga,29310,Hogar,Activa,1923.37,2023-12-24,2,Teléfono,5448.69,73.9,
437,Miguel Ruiz,55658328R,1998-12-16,miguel.ruiz@email.com,,Palma,Baleares,07757,Vida,Cancelada,2310.59,2023-12-15,1,Oficina,9159.64,95.9,
438,Antonio Moreno,5023,1986-06-25,antonio.moreno@email.com,+34 696 129 380,Madrid,Madrid,28695,Auto,Activa,1452.2,2016-08-14,0,Teléfono,1788.75,86.2,OK
439,Juan López,85643942X,1978-05-04,juan.lopez@email.com,0034 645333103,Zaragoza,Zaragoza,50129,Salud,Activa,1067.24,2016-08-05,0,Teléfono,13860.52,16.8,N/A
440,Patricia Blanco,76984430K,1956-12-30,patricia.blanco@email.com,+34 634 685 817,Las Palmas,Las Palmas,35676,Vida,Activa,1551.87,2023-11-01,2,Online,1165.09,32.7,NINGUNA
441,Carmen Díaz,96314161W,1958-01-30,carmen.diaz@email.com,0034 660747844,Bilbao,Vizcaya,48123,Hogar,Pendiente,1104.6,2019-06-02,1,Online,13950.1,17.2,Revisar
442,Elena Torres,55587883F,1998-04-01,elena.torres@email.com,,Murcia,Murcia,30822,Responsabilidad Civil,Activa,-100.0,2018-01-06,1,Oficina,10607.06,60.1,NINGUNA
443,Carlos Rodríguez,72926675W,1962-12-11,carlos.rodriguez@email.com,+34 657 837 877,Zaragoza,Zaragoza,50321,Auto,Pendiente,1033.49,2023-11-18,0,Agente,4945.68,999.0,
444,Andrés Ramos,43134205M,1965-07-27,andres.ramos@email.com,,Sevilla,Sevilla,41701,Vida,Activa,2047.34,2015-10-16,3,Oficina,5861.26,31.7,N/A
445,Lucía Romero,89638835P,1960-02-19,lucia.romero@email.com,+34 630 313 784,Sevilla,Sevilla,41717,Salud,Pendiente,583.55,2019-04-18,1,Teléfono,11112.14,54.0,null
446,Isabel Jiménez,428034113,1957-08-12,isabel.jimenez@email.com,+34 616 602 820,Málaga,Málaga,29783,Hogar,Pendiente,2123.23,2023-05-19,0,Online,9022.07,69.1,Cliente preferente
447,Carlos Rodríguez,70769147W,1999-03-17,carlos.rodriguez@email.com,+34 673 993 675,Málaga,Málaga,23968,Hogar,Activa,2757.24,2023-01-05,1,Teléfono,10074.64,42.1,
448,Carlos Rodríguez,36336263R,,carlos.rodriguez@email.com,+34 611 943 220,Palma,Baleares,07688,Vida,Cancelada,-100.0,2018-12-14,0,Online,5837.47,85.4,null
449,Antonio Moreno,13646804A,1992-09-09,antonio.moreno@email.com,+34 651 153 430,Bilbao,Vizcaya,48679,Salud,Activa,1767.6,2015-01-07,0,Agente,7317.2,77.2,null
450,Laura Fernández,61880950H,1951-03-13,laura.fernandez@email.com,+34 625 340 854,Murcia,Murcia,30976,Hogar,Pendiente,2891.13,2018-03-29,0,Teléfono,14848.01,6.5,Cliente preferente
451,Carmen Díaz,NULL,1957-09-29,carmen.diaz@email.com,,Bilbao,Vizcaya,48500,Auto,Activa,1956.71,2015-08-28,2,Online,3208.84,62.1,
452,Ana Martínez,99763925O,1954-04-06,ana.martinez@email.com,+34 625 361 463,Barcelona,Barcelona,08964,Hogar,Activa,926.74,2020-06-09,0,Oficina,6267.84,23.5,null
453,Marta Vázquez,32015777A,1986-08-04,,+34 656 338 403,Málaga,Málaga,29703,Salud,Cancelada,1018.69,2018-12-17,0,Oficina,4377.35,55.8,null
454,Ana Martínez,52439798Z,1991-03-28,@dominio.com,+34 651 175 799,Palma,Baleares,07611,Responsabilidad Civil,Pendiente,2174.86,2022-01-27,1,Oficina,11476.67,105.0,OK
455,Javier Domínguez,85230621R,1978-12-16,,+34 686 857 741,Valencia,Valencia,46187,Responsabilidad Civil,Activa,2259.22,2019-10-16,1,Teléfono,11460.19,87.9,Sin observaciones
456,Carlos Rodríguez,88929433H,1995-05-11,carlos.rodriguez@email.com,+34 668 382 690,Madrid,Madrid,28564,Vida,Cancelada,1049.79,2020-10-18,0,Online,4386.68,200.0,Revisar
457,Andrés Ramos,99588014H,1969-09-08,espacios en email@mail.com,+34 681 362 802,Madrit,Madrid,28149,Salud,Activa,1166.96,2020-03-18,2,Online,1220.85,29.2,Sin observaciones
458,Marta Vázquez,89540080L,1965-03-28,marta.vazquez@email.com,0034 658558696,Valencia,Valencia,46202,Hogar,Activa,2974.96,2021-03-13,3,Online,171.49,23.4,NINGUNA
459,Elena Torres,93149786H,1992-01-30,elena.torres@email.com,+34 621 240 865,Las Palmas,Las Palmas,35467,Hogar,Cancelada,485.47,2023-09-11,2,Teléfono,6411.76,53.3,Pendiente validación
460,Laura Fernández,71247832N,1954-05-09,laura.fernandez@email.com,+34 652 116 162,Bilbao,Vizcaya,48591,Responsabilidad Civil,Activa,1333.01,2017-12-13,1,Online,6155.06,11.4,Revisar
461,Francisco Álvarez,63376963A,1950-06-09,,+34 690 475 903,Valencia,Valencia,46657,Responsabilidad Civil,Activa,374.85,2022-10-24,0,Agente,14825.85,54.9,Cliente preferente
462,Marta Vázquez,39461504S,1983-04-03,marta.vazquez@email.com,+34 694 619 936,Palma,Baleares,07790,Auto,Pendiente,2499.02,2021-07-05,0,Teléfono,7047.03,0.1,Reclamación abierta
463,Lucía Romero,24497054P,1992-02-03,lucia.romero@email.com,+34 689 903 895,Murcia,Murcia,30878,Responsabilidad Civil,Activa,458.57,2017-04-27,0,Agente,3846.28,32.4,Sin observaciones
464,Ana Martínez,71585037U,,@dominio.com,+34 656 175 712,Valencia,Valencia,32537,Auto,Cancelada,2087.22,2023-12-19,2,Agente,13368.44,22.0,Sin observaciones
465,Carmen Díaz,56048559E,1994-06-16,carmen.diaz@email.com,+34 639 762 499,Palma,Baleares,07496,Hogar,Activa,358.15,2018-08-04,0,Oficina,7366.02,97.1,N/A
466,Marta Vázquez,73072616Z,1975-03-14,marta.vazquez@email.com,+34 623 170 279,Málaga,Málaga,29419,Auto,Activa,2083.99,2020-09-23,2,Teléfono,8987.63,72.7,-
467,Marta Vázquez,30717501B,1972-07-28,marta.vazquez@email.com,+34 646 896 294,Zaragoza,Zaragoza,50619,Auto,Activa,2560.5,2022-11-16,3,Online,1435.03,35.0,Pendiente validación
468,Raúl Castro,58120511F,1990-05-14,raul.castro@email.com,,Sevilla,Sevilla,41548,Vida,Cancelada,1316.7,2021-02-23,2,Agente,5743.75,9.3,Reclamación abierta
469,Javier Domínguez,34101438I,1986-07-04,javier.dominguez@email.com,,Sevilla,Sevilla,41876,Responsabilidad Civil,Cancelada,1661.95,2018-05-24,0,Teléfono,14163.36,51.7,-
470,Lucía Romero,12825896Y,1986-07-12,lucia.romero@email.com,+34 686 717 120,BILBO,Barcelona,08575,Auto,Activa,1324.32,2019-02-13,0,Online,8842.58,105.0,
471,Patricia Blanco,20427148I,1953-05-13,,+34 673 264 126,Bilbao,Vizcaya,48997,Hogar,Activa,1041.37,2018-08-25,0,Oficina,5167.53,53.6,N/A
472,Marta Vázquez,NULL,1965-04-22,marta.vazquez@email.com,+34 664 384 759,Madrit,Murcia,30689,Salud,Vencida,2449.14,2023-01-22,2,Teléfono,9385.01,83.5,null
473,Carlos Rodríguez,75969098D,1965-04-17,carlos.rodriguez@email.com,+34 634 937 930,Zaragoza,Zaragoza,50339,Auto,Activa,961.61,2021-07-07,0,Teléfono,13656.17,61.6,null
474,Francisco Álvarez,75244261N,1975-04-07,francisco.alvarez@email.com,+34 645 997 323,Zaragoza,Zaragoza,10225,Responsabilidad Civil,Pendiente,2224.24,2016-11-26,3,Teléfono,4109.86,63.4,-
475,Carmen Díaz,93428995F,1966-07-22,carmen.diaz@email.com,+34 625 245 967,Málaga,Málaga,29807,Vida,Activa,777.35,2015-01-27,1,Online,7576.75,54.1,-
476,Patricia Blanco,12887698F,1983-07-04,patricia.blanco@email.com,+34 639 144 886,Valencia,Valencia,46941,Hogar,Cancelada,899.59,2023-11-12,1,Agente,14380.36,92.7,null
477,Francisco Álvarez,62764241M,1992-11-05,,+34 696 133 752,Bilbao,Vizcaya,48742,Vida,Activa,1142.09,2021-06-23,1,Agente,2585.94,93.2,Reclamación abierta
478,Carmen Díaz,81140328W,1963-07-17,carmen.diaz@email.com,+34 652 929 985,Madrid,Madrid,28489,Salud,Pendiente,1849.64,2021-08-09,1,Teléfono,10794.96,51.3,null
479,Elena Torres,32910282A,1971-09-15,elena.torres@email.com,+34 631 791 466,Zaragoza,Zaragoza,50442,Auto,Cancelada,1472.38,2023-09-10,1,Teléfono,9217.22,30.6,OK
480,David Navarro,77084285V,1984-08-11,david.navarro@email.com,+34 645 940 842,Palma,Baleares,07872,Auto,Activa,2286.41,2017-08-17,1,Online,10195.13,46.0,Pendiente validación
481,Raúl Castro,34733272U,1993-10-20,,+34 628 649 681,Madrid,Madrid,28853,Responsabilidad Civil,Activa,797.99,2019-03-07,0,Oficina,5268.29,18.7,Sin observaciones
482,Patricia Blanco,61908238A,1986-08-26,patricia.blanco@email.com,+34 688 540 247,Barcelona,,08486,Auto,Cancelada,229.88,2020-02-12,0,Teléfono,4708.19,63.6,NINGUNA
483,Sara Gil,79070841G,1969-03-18,sara.gil@email.com,641644235,Valencia,Valencia,46493,Hogar,Cancelada,2374.36,2016-01-08,2,Teléfono,10263.15,50.0,null
484,Javier Domínguez,14032654U,1988-05-28,sin_arroba.com,+34 659 949 616,Valencia,Valencia,46782,Salud,Activa,2500.62,2020-05-03,2,Oficina,3233.15,10.3,OK
485,Laura Fernández,33277458Y,1993-08-03,laura.fernandez@email.com,+34 629 954 737,Murcia,Murcia,30758,Vida,Activa,366.54,2015-09-02,1,Teléfono,6294.82,200.0,null
486,Ana Martínez,21748768Q,1987-08-27,ana.martinez@email.com,+34 684 776 377,Zaragoza,Zaragoza,50369,Salud,Pendiente,1910.54,2020-01-15,2,Agente,2822.62,48.0,Reclamación abierta
487,Francisco Álvarez,72005983Q,1999-10-24,francisco.alvarez@email.com,+34 667 935 399,Málaga,Málaga,29248,Auto,Activa,1258.98,2023-11-15,1,Teléfono,124.57,88.8,
488,Raúl Castro,39718818L,1958-09-03,raul.castro@email.com,+34 643 688 909,Las Palmas,Las Palmas,35479,Vida,Cancelada,2422.91,2019-08-04,0,Agente,14550.86,56.6,OK
489,Carlos Rodríguez,72994533Z,1982-10-29,carlos.rodriguez@email.com,+34 618 717 706,Las Palmas,Las Palmas,35910,Responsabilidad Civil,Activa,2648.36,2021-11-30,1,Online,6475.54,68.2,Pendiente validación
490,Javier Domínguez,51655138H,1988-07-27,espacios en email@mail.com,+34 616 679 246,Sevilla,Sevilla,41127,Salud,Pendiente,2582.81,2015-05-05,0,Online,14540.24,33.9,NINGUNA
491,Elena Torres,61379821N,1956-09-03,elena.torres@email.com,,Palma,Baleares,07248,Vida,Vencida,2376.17,2016-06-20,1,Agente,2104.85,57.1,Revisar
492,Lucía Romero,X3887993Z,1991-10-28,lucia.romero@email.com,+34 666 952 288,Madrid,Madrid,28519,Vida,Vencida,953.35,2022-07-16,3,Agente,8810.5,44.7,OK
493,Antonio Moreno,11912584C,1964-06-12,antonio.moreno@email.com,+34 640 438 706,Barcelona,Barcelona,08379,Vida,Activa,2473.29,2020-04-03,0,Oficina,3014.61,65.9,Cliente preferente
494,Elena Torres,57732820Z,,elena.torres@email.com,+34 662 387 933,Sevilla,Sevilla,41281,Hogar,Pendiente,1693.74,2019-06-24,1,Agente,11851.11,5.1,Cliente preferente
495,David Navarro,70037447P,1971-05-29,david.navarro@email.com,+34 668 983 237,Madrit,Valencia,46265,Salud,Activa,347.72,2018-11-26,1,Agente,11755.54,49.3,Revisar
496,Laura Fernández,24677441F,1962-12-12,,+34 611 293 415,Madrid,Madrid,28116,Vida,Activa,1479.43,2019-03-21,0,Teléfono,1689.11,29.6,-
497,Ana Martínez,44301851U,1965-09-17,ana.martinez@email.com,+34 697 884 963,Bilbao,Vizcaya,48249,Salud,Activa,2838.04,2016-06-14,0,Oficina,13680.97,32.6,NINGUNA
498,Isabel Jiménez,15438684Z,2020-06-15,isabel.jimenez@email.com,+34 625 115 401,Zaragoza,Zaragoza,50438,Vida,Activa,2686.01,2022-10-04,1,Agente,2919.44,200.0,Cliente preferente
499,Isabel Jiménez,75147544L,,isabel.jimenez@email.com,+34 648 344 206,Barcelona,Barcelona,08144,Responsabilidad Civil,Vencida,486.34,2015-09-11,0,Agente,9194.66,18.3,-
500,Andrés Ramos,85902244O,1965-04-03,andres.ramos@email.com,+34 697 228 986,Bilbao,Vizcaya,48601,Responsabilidad Civil,Activa,2283.55,2020-12-08,2,Agente,14784.5,31.1,NINGUNA
501,Sara Gil,20104107D,1994-05-19,sara.gil@email.com,+34 694 103 426,Málaga,Málaga,29941,Responsabilidad Civil,Cancelada,2456.22,2023-07-01,0,Teléfono,13235.95,51.0,null
502,Francisco Álvarez,X7559716Z,1991-09-29,,+34 635 978 405,Zaragoza,Zaragoza,50288,Auto,Pendiente,959.89,2016-10-22,3,Teléfono,14348.46,86.3,null
503,Carmen Díaz,73923119W,1978-06-03,carmen.diaz@email.com,+34 621 706 820,Madrid,Madrid,28750,Vida,Pendiente,1520.5,2019-12-07,1,Teléfono,5138.98,41.7,Sin observaciones
504,Antonio Moreno,12086213N,1956-02-03,antonio.moreno@email.com,+34 684 447 420,Zaragoza,Zaragoza,50160,Auto,Activa,2190.77,2017-11-26,0,Online,1583.63,74.4,Cliente preferente
505,Francisco Álvarez,87411194K,1972-12-20,,666 666 666,Sevilla,Sevilla,41393,Salud,Activa,1429.32,2018-09-27,3,Teléfono,2825.2,85.6,Revisar
506,Marta Vázquez,88308332U,1993-08-10,marta.vazquez@email.com,666 666 666,Murcia,Murcia,30933,Auto,Pendiente,515.83,2017-11-02,0,Agente,7507.42,31.0,Sin observaciones
507,Pedro Sánchez,45553686K,1981-12-28,pedro.sanchez@email.com,+34 633 871 207,Sevilla,Sevilla,31287,Salud,Activa,2176.47,2018-04-21,3,Teléfono,11898.45,39.3,Pendiente validación
508,Elena Torres,42482294P,1979-02-18,elena.torres@email.com,0034 678135571,Málaga,Málaga,29398,Salud,Activa,2752.59,2020-11-05,0,Teléfono,2252.3,35.7,OK
509,David Navarro,47710964O,1973-09-19,david.navarro@email.com,+34 659 270 430,Palma,Baleares,07514,Salud,Activa,2026.96,2020-09-24,1,Oficina,9895.97,83.3,Cliente preferente
510,Lucía Romero,99268938S,,lucia.romero@email.com,+34 676 111 294,Bilbao,Vizcaya,12950,Auto,Activa,2366.64,2018-02-16,3,Agente,4853.66,4.4,NINGUNA
511,Miguel Ruiz,51464131U,1955-05-03,@dominio.com,+34 636 980 281,Sevilla,Sevilla,41902,Vida,Pendiente,1203.42,2023-02-28,1,Teléfono,5118.03,999.0,N/A
512,Antonio Moreno,54810380V,1983-02-08,N/A,+34 675 916 755,Murcia,Murcia,30648,Auto,Activa,712.96,2019-04-04,1,Online,9928.77,67.9,Revisar
513,Carmen Díaz,40315282B,1982-11-01,,664776894,Palma,Baleares,07530,Vida,Activa,1999.77,2019-10-22,1,Oficina,7004.99,56.5,Revisar
514,Andrés Ramos,53300173D,1967-04-20,andres.ramos@email.com,+34 639 695 777,Sevilla,Sevilla,41594,Vida,Activa,1117.76,2020-05-19,1,Teléfono,12180.5,43.6,Pendiente validación
515,Juan López,39105135U,1983-05-08,,+34 637 892 195,Valencia,Valencia,46199,Salud,Activa,2608.21,2017-01-14,0,Oficina,2338.78,54.0,Cliente preferente
516,Laura Fernández,25560243N,1950-08-23,,+34 619 543 397,Murcia,Murcia,30122,Auto,Activa,543.36,2019-06-18,1,Oficina,11849.22,19.8,NINGUNA
517,Laura Fernández,14338843C,1992-02-02,laura.fernandez@email.com,+34 649 836 944,Bilbao,Vizcaya,48519,Vida,Activa,1413.7,2017-08-24,2,Online,963.53,43.1,Reclamación abierta
518,Pedro Sánchez,2845,1951-06-07,pedro.sanchez@email.com,,Barcelona,Barcelona,08523,Responsabilidad Civil,Activa,1310.84,2017-02-01,1,Online,2910.81,50.2,Cliente preferente
519,Patricia Blanco,81226787R,1984-10-27,patricia.blanco@email.com,+34 689 336 633,Las Palmas,Las Palmas,35586,Vida,Cancelada,2826.55,2022-09-10,0,Online,9842.25,90.1,Reclamación abierta
520,Miguel Ruiz,44253388D,1976-11-21,miguel.ruiz@email.com,,Palma,Baleares,07829,Responsabilidad Civil,Activa,628.78,2017-03-04,2,Agente,12823.88,26.1,-
521,Javier Domínguez,55844569Y,1965-12-20,javier.dominguez@email.com,+34 636 652 435,Valencia,Valencia,46188,Auto,Activa,227.57,2017-01-13,1,Oficina,3790.19,86.8,Revisar
522,Lucía Romero,77284075J,1985-02-06,,+34 643 259 573,Barcelona,Barcelona,08308,Auto,Activa,866.64,2017-12-05,1,Teléfono,4907.87,64.4,null
523,María García,89590438M,1994-05-21,,+34 698 421 111,Madrid,Madrid,28370,Auto,Activa,2496.78,2019-03-12,3,Online,8056.81,2.0,
524,Raúl Castro,X9696087Z,1969-07-02,raul.castro@email.com,+34 649 172 687,Murcia,Murcia,30848,Vida,Vencida,99999.0,2016-07-11,1,Online,3173.59,72.5,-
525,Marta Vázquez,62215024J,1965-12-30,marta.vazquez@email.com,+34 682 621 963,Valencia,Valencia,46505,Hogar,Activa,874.46,2020-06-17,1,Oficina,12167.34,3.6,Reclamación abierta
526,Elena Torres,38186921X,1953-08-09,sin_arroba.com,+34 657 887 138,Zaragoza,Zaragoza,50820,Vida,Activa,563.72,2016-06-09,1,Oficina,11604.55,99.7,Revisar
527,Lucía Romero,88500947D,,lucia.romero@email.com,+34 669 677 420,Madrid,Madrid,28377,Vida,Activa,2203.22,2022-03-29,1,Oficina,2179.38,87.3,null
528,Carlos Rodríguez,23952821A,1997-12-08,carlos.rodriguez@email.com,+34 660 735 775,Madrid,Madrid,28305,Salud,Vencida,393.69,2017-04-19,1,Teléfono,6957.45,29.7,N/A
529,Carlos Rodríguez,62237687M,1991-08-20,carlos.rodriguez@email.com,+34 633 485 770,Palma,Baleares,07689,Salud,Activa,1127.38,2015-01-03,2,Agente,11622.42,25.7,Reclamación abierta
530,Pedro Sánchez,45009897O,1953-10-10,pedro.sanchez@email.com,+34 666 177 293,Murcia,Murcia,30427,Vida,Pendiente,991.0,2017-11-17,1,Agente,5059.94,38.1,Sin observaciones
531,Patricia Blanco,69714426M,1954-02-28,patricia.blanco@email.com,+34 638 626 623,Valencia,Valencia,46709,Responsabilidad Civil,Activa,1754.45,2018-11-05,1,Online,9496.6,35.6,
532,Francisco Álvarez,43766262V,1971-09-23,francisco.alvarez@email.com,653797464,Málaga,Málaga,29957,Salud,Vencida,2245.17,2015-06-06,2,Agente,753.2,37.2,-
533,Elena Torres,38728437U,1966-09-07,,666 666 666,Valencia,Valencia,46976,Vida,Pendiente,1692.05,2022-12-12,0,Teléfono,9130.33,31.8,Reclamación abierta
534,Antonio Moreno,49541461I,,antonio.moreno@email.com,+34 627 827 773,Sevilla,Sevilla,41961,Hogar,Activa,2806.87,2020-04-21,0,Agente,2289.79,62.1,null
535,Patricia Blanco,63660697I,1974-11-14,patricia.blanco@email.com,,Madrid,Madrid,28435,Responsabilidad Civil,Activa,2864.04,2020-05-08,1,Teléfono,12458.75,16.4,
536,Elena Torres,84006537X,1965-04-06,elena.torres@email.com,+34 679 135 784,Bilbao,,48705,Auto,Activa,1212.1,2016-05-25,1,Online,5331.74,84.6,Revisar
537,Ana Martínez,925541044,1986-06-25,ana.martinez@email.com,+34 645 121 305,Madrid,Madrid,28691,Vida,Activa,2377.51,2016-11-17,1,Oficina,4223.31,81.2,Pendiente validación
538,Lucía Romero,95661847P,1956-03-07,lucia.romero@email.com,+34 689 455 539,Madrid,Madrid,28137,Vida,Activa,2268.64,2018-02-11,1,Teléfono,12613.33,47.6,Pendiente validación
539,Lucía Romero,87827225E,1986-09-20,lucia.romero@email.com,+34-651-659-469,Las Palmas,Las Palmas,35327,Responsabilidad Civil,Activa,2700.3,2018-11-13,3,Oficina,752.16,200.0,Pendiente validación
540,Andrés Ramos,99380419R,1991-09-16,andres.ramos@email.com,+34 629 629 393,Zaragoza,Zaragoza,37988,Salud,Activa,1454.24,2019-02-19,0,Online,5949.13,24.7,NINGUNA
541,Raúl Castro,66728215S,1993-07-01,raul.castro@email.com,+34 676 762 579,Málaga,Málaga,29233,Salud,Activa,1685.32,2016-07-24,3,Teléfono,5550.05,1.8,OK
542,Miguel Ruiz,41886947G,1955-06-29,miguel.ruiz@email.com,+34 625 798 551,Barcelona,Barcelona,08807,Salud,Activa,1364.17,2016-12-15,1,Teléfono,4272.01,61.9,Pendiente validación
543,Carmen Díaz,58532681Y,1979-09-26,carmen.diaz@email.com,+34 630 203 854,Barcelona,Barcelona,08489,Auto,Activa,2581.06,2018-08-31,2,Agente,13676.31,45.8,Revisar
544,Elena Torres,17667857S,1977-07-28,elena.torres@email.com,,Zaragoza,Zaragoza,50893,Responsabilidad Civil,Activa,843.17,2021-04-05,1,Teléfono,11263.93,56.7,Pendiente validación
545,María García,71279200W,1975-09-15,maria.garcia@email.com,+34 679 495 436,Madrid,Madrid,28712,Responsabilidad Civil,Vencida,871.19,2021-06-08,1,Online,958.85,89.9,Reclamación abierta
546,Ana Martínez,60526894Q,1999-09-17,ana.martinez@email.com,+34 696 241 416,Barcelona,Barcelona,08524,Salud,Activa,1243.29,2022-04-08,1,Oficina,10720.31,97.0,Pendiente validación
547,Lucía Romero,87840866L,1999-08-27,lucia.romero@email.com,+34 680 657 899,Murcia,Murcia,30686,Salud,Pendiente,844.96,2017-09-17,2,Teléfono,7909.49,63.4,N/A
548,Marta Vázquez,91806561A,1989-12-31,marta.vazquez@email.com,+34 624 655 500,Málaga,Málaga,29905,Hogar,Activa,1770.82,2015-11-30,0,Online,13513.02,76.4,N/A
549,María García,27644180Q,1994-10-20,maria.garcia@email.com,+34 650 409 594,Barcelona,Barcelona,08609,Hogar,Activa,576.57,2020-11-30,1,Online,4694.18,8.4,OK
550,Pedro Sánchez,82892046C,1996-05-02,pedro.sanchez@email.com,+34 653 709 872,Zaragoza,Zaragoza,50819,Vida,Activa,1096.52,2019-07-03,1,Teléfono,8612.43,16.1,Pendiente validación
551,Pedro Sánchez,67312219G,1990-08-02,pedro.sanchez@email.com,+34 636 471 954,Sevilla,Sevilla,41694,Vida,Activa,2757.65,2015-12-28,1,Agente,7511.33,73.3,Revisar
552,Francisco Álvarez,76346143K,1998-11-10,francisco.alvarez@email.com,+34 687 946 142,Barcelona,Barcelona,08526,Responsabilidad Civil,Pendiente,1345.83,2020-02-24,0,Teléfono,7343.41,43.1,Pendiente validación
553,Lucía Romero,66681097I,1973-05-27,lucia.romero@email.com,+34 640 454 884,Málaga,Málaga,29754,Responsabilidad Civil,Cancelada,2295.05,2022-10-19,0,Teléfono,6841.58,44.6,N/A
554,Lucía Romero,78315725M,1981-07-12,lucia.romero@email.com,666 666 666,Palma,Baleares,07573,Auto,Activa,517.69,2020-11-14,1,Agente,3084.44,30.9,Revisar
555,Sara Gil,13119612Y,1950-08-23,sara.gil@email.com,+34 696 899 350,Palma,Baleares,07667,Auto,Vencida,893.18,2020-06-04,3,Online,11335.65,60.7,Pendiente validación
556,Javier Domínguez,82045464B,,javier.dominguez@email.com,+34 693 390 744,Murcia,Murcia,30460,Hogar,Activa,2460.57,2020-08-25,0,Teléfono,6770.04,18.5,Reclamación abierta
557,Isabel Jiménez,59133346G,1999-02-05,isabel.jimenez@email.com,+34 682 896 425,Valencia,Valencia,46898,Vida,Vencida,2336.38,2022-02-16,1,Agente,14377.74,62.7,OK
558,Laura Fernández,42833108R,1970-06-25,laura.fernandez@email.com,+34 634 706 889,Valencia,Valencia,46310,Hogar,Vencida,1281.24,2020-05-31,1,Oficina,3912.13,17.4,Cliente preferente
559,Carlos Rodríguez,32406697V,1961-07-15,carlos.rodriguez@email.com,+34 675 936 607,Barcelona,Barcelona,08278,Hogar,Activa,2872.31,2016-01-11,1,Oficina,10241.16,6.4,-
560,Ana Martínez,45609212G,1978-03-08,ana.martinez@email.com,+34 698 171 346,Bilbao,Vizcaya,22169,Vida,Activa,2749.8,2017-01-11,1,Agente,14110.76,33.0,NINGUNA
561,Patricia Blanco,34768424Q,1954-08-01,patricia.blanco@email.com,+34 610 823 954,Sevilla,Sevilla,41172,Auto,Activa,2894.44,2016-01-25,1,Online,9951.87,23.1,Revisar
562,Raúl Castro,77951050G,1955-10-02,raul.castro@email.com,+34 684 665 443,Zaragoza,Zaragoza,13214,Vida,Cancelada,1398.16,2022-04-21,2,Agente,13069.09,88.9,Revisar
563,Andrés Ramos,24578363N,1982-06-11,andres.ramos@email.com,+34 684 153 829,Sevilla,Sevilla,41877,Salud,Activa,752.93,2018-05-25,2,Online,12412.21,5.5,Cliente preferente
564,Sara Gil,54494354D,1999-10-30,sara.gil@email.com,+34 625 710 631,Palma,Baleares,07172,Salud,Vencida,1954.64,2017-04-03,1,Oficina,5401.77,17.7,Cliente preferente
565,Carmen Díaz,34003801F,1960-07-08,,+34 655 292 994,Barcelona,Barcelona,30450,Salud,Cancelada,2117.36,2021-06-25,1,Teléfono,9001.86,54.9,OK
566,Marta Vázquez,78233769G,1977-12-02,marta.vazquez@email.com,,Málaga,Málaga,29370,Responsabilidad Civil,Activa,551.24,2021-02-21,2,Agente,2343.92,48.1,
567,David Navarro,82668141D,1971-12-13,david.navarro@email.com,,Zaragoza,Zaragoza,29535,Auto,Activa,2402.15,2016-02-22,1,Oficina,8032.89,4.6,OK
